Date,Visitor,G,Home,G,,Att.,LOG,Notes
1/20/2018,Florida Panthers,3,Nashville Predators,4,,17441,2:33,
1/20/2018,Toronto Maple Leafs,4,Ottawa Senators,3,,17768,2:41,
1/20/2018,New Jersey Devils,1,Philadelphia Flyers,3,,19934,2:24,
1/20/2018,Pittsburgh Penguins,1,San Jose Sharks,2,,17562,2:25,
1/20/2018,Arizona Coyotes,5,St. Louis Blues,2,,19235,2:27,
1/21/2018,San Jose Sharks,6,Anaheim Ducks,2,,17347,2:28,
1/21/2018,Vegas Golden Knights,5,Carolina Hurricanes,1,,15303,2:26,
1/21/2018,New York Rangers,2,Los Angeles Kings,4,,18230,2:31,
1/21/2018,Vancouver Canucks,0,Winnipeg Jets,1,,15321,2:28,
1/21/2018,Philadelphia Flyers,2,Washington Capitals,1,OT,18506,2:27,
1/22/2018,New York Islanders,2,Arizona Coyotes,3,OT,11707,2:23,
1/22/2018,Buffalo Sabres,2,Calgary Flames,1,OT,18349,2:28,
1/22/2018,Tampa Bay Lightning,2,Chicago Blackhawks,0,,21662,2:18,
1/22/2018,Ottawa Senators,1,Minnesota Wild,3,,18907,2:29,
1/22/2018,Detroit Red Wings,3,New Jersey Devils,0,,13847,2:30,
1/22/2018,Colorado Avalanche,4,Toronto Maple Leafs,2,,18979,2:37,
1/23/2018,New York Rangers,3,Anaheim Ducks,6,,16763,2:32,
1/23/2018,New Jersey Devils,2,Boston Bruins,3,,17565,2:45,
1/23/2018,Florida Panthers,1,Dallas Stars,6,,17987,2:39,
1/23/2018,Philadelphia Flyers,3,Detroit Red Wings,2,OT,19515,2:30,at Little Caesars Arena (Detroit MI)
1/23/2018,Buffalo Sabres,5,Edmonton Oilers,0,,18347,2:26,
1/23/2018,Colorado Avalanche,2,Montreal Canadiens,4,,21302,2:24,
1/23/2018,Tampa Bay Lightning,4,Nashville Predators,3,OT,17332,2:37,
1/23/2018,Carolina Hurricanes,1,Pittsburgh Penguins,3,,18421,2:30,
1/23/2018,Winnipeg Jets,5,San Jose Sharks,4,OT,17237,2:24,
1/23/2018,Ottawa Senators,0,St. Louis Blues,3,,18505,2:26,
1/23/2018,Los Angeles Kings,2,Vancouver Canucks,6,,18865,2:42,
1/23/2018,Columbus Blue Jackets,3,Vegas Golden Knights,6,,18231,2:35,
1/24/2018,Los Angeles Kings,2,Calgary Flames,1,OT,19004,2:39,
1/24/2018,Toronto Maple Leafs,3,Chicago Blackhawks,2,OT,21563,2:53,
1/25/2018,Winnipeg Jets,3,Anaheim Ducks,4,SO,17174,2:46,
1/25/2018,Columbus Blue Jackets,2,Arizona Coyotes,1,,12281,2:26,
1/25/2018,Toronto Maple Leafs,4,Dallas Stars,1,,18225,2:31,
1/25/2018,Chicago Blackhawks,5,Detroit Red Wings,1,,19515,2:21,at Little Caesars Arena (Detroit MI)
1/25/2018,Calgary Flames,3,Edmonton Oilers,4,SO,18347,2:58,
1/25/2018,Washington Capitals,4,Florida Panthers,2,,14033,2:32,
1/25/2018,Carolina Hurricanes,6,Montreal Canadiens,5,,21302,2:35,
1/25/2018,Nashville Predators,3,New Jersey Devils,0,,14039,2:20,
1/25/2018,Boston Bruins,3,Ottawa Senators,2,,15232,2:27,
1/25/2018,Tampa Bay Lightning,5,Philadelphia Flyers,1,,19489,2:29,
1/25/2018,Minnesota Wild,3,Pittsburgh Penguins,6,,18453,2:29,
1/25/2018,New York Rangers,6,San Jose Sharks,5,,17477,2:27,
1/25/2018,Colorado Avalanche,1,St. Louis Blues,3,,18817,2:28,
1/25/2018,Buffalo Sabres,4,Vancouver Canucks,0,,18340,2:23,
1/25/2018,New York Islanders,2,Vegas Golden Knights,1,,18184,2:25,
1/30/2018,Anaheim Ducks,3,Boston Bruins,1,,17565,2:32,
1/30/2018,New Jersey Devils,3,Buffalo Sabres,1,,17460,2:22,
1/30/2018,Ottawa Senators,1,Carolina Hurricanes,2,,11448,2:23,
1/30/2018,Minnesota Wild,3,Columbus Blue Jackets,2,SO,17734,2:45,
1/30/2018,Vegas Golden Knights,4,Calgary Flames,2,,19289,2:24,
1/30/2018,Los Angeles Kings,3,Dallas Stars,0,,17655,2:33,
1/30/2018,Chicago Blackhawks,2,Nashville Predators,1,,17172,2:29,
1/30/2018,Florida Panthers,4,New York Islanders,1,,10423,2:19,
1/30/2018,San Jose Sharks,2,Pittsburgh Penguins,5,,18469,2:35,
1/30/2018,Montreal Canadiens,1,St. Louis Blues,3,,18149,2:31,
1/30/2018,Colorado Avalanche,3,Vancouver Canucks,4,OT,18257,2:22,
1/30/2018,Tampa Bay Lightning,1,Winnipeg Jets,3,,15321,2:29,
1/31/2018,San Jose Sharks,1,Detroit Red Wings,2,SO,19515,2:46,at Little Caesars Arena (Detroit MI)
1/31/2018,New York Islanders,0,Toronto Maple Leafs,5,,19267,2:30,
1/31/2018,Philadelphia Flyers,3,Washington Capitals,5,,18506,2:32,
2/1/2018,Dallas Stars,4,Arizona Coyotes,1,,10998,2:35,
2/1/2018,St. Louis Blues,1,Boston Bruins,3,,17565,2:32,
2/1/2018,Florida Panthers,4,Buffalo Sabres,2,,16707,2:44,
2/1/2018,Montreal Canadiens,0,Carolina Hurricanes,2,,11953,2:23,
2/1/2018,Tampa Bay Lightning,7,Calgary Flames,4,,19000,2:38,
2/1/2018,Colorado Avalanche,4,Edmonton Oilers,3,OT,18347,2:30,
2/1/2018,Philadelphia Flyers,3,New Jersey Devils,4,,13906,2:33,
2/1/2018,Los Angeles Kings,0,Nashville Predators,5,,17384,2:33,
2/1/2018,Toronto Maple Leafs,4,New York Rangers,0,,18006,2:21,
2/1/2018,Anaheim Ducks,1,Ottawa Senators,2,OT,13759,2:32,
2/1/2018,Chicago Blackhawks,2,Vancouver Canucks,4,,18144,2:15,
2/1/2018,Vegas Golden Knights,3,Winnipeg Jets,2,OT,15321,2:41,
2/2/2018,Detroit Red Wings,4,Carolina Hurricanes,1,,18126,2:21,
2/2/2018,San Jose Sharks,3,Columbus Blue Jackets,1,,16867,2:27,
2/2/2018,Vegas Golden Knights,2,Minnesota Wild,5,,19057,2:27,
2/2/2018,Washington Capitals,4,Pittsburgh Penguins,7,,18652,2:32,
2/3/2018,Toronto Maple Leafs,1,Boston Bruins,4,,17565,2:31,
2/3/2018,St. Louis Blues,1,Buffalo Sabres,0,,18777,2:33,
2/3/2018,Chicago Blackhawks,3,Calgary Flames,4,OT,19289,2:32,
2/3/2018,Minnesota Wild,1,Dallas Stars,6,,18532,2:24,
2/3/2018,Detroit Red Wings,2,Florida Panthers,3,,17987,3:04,
2/3/2018,Arizona Coyotes,0,Los Angeles Kings,6,,18230,2:34,
2/3/2018,Anaheim Ducks,2,Montreal Canadiens,5,,21302,2:29,
2/3/2018,Pittsburgh Penguins,1,New Jersey Devils,3,,16514,2:29,
2/3/2018,New York Rangers,2,Nashville Predators,5,,17543,2:40,
2/3/2018,Columbus Blue Jackets,3,New York Islanders,4,,13597,2:36,
2/3/2018,Ottawa Senators,4,Philadelphia Flyers,3,SO,19729,2:49,
2/3/2018,Tampa Bay Lightning,4,Vancouver Canucks,2,,18865,2:26,
2/3/2018,Colorado Avalanche,0,Winnipeg Jets,3,,15321,2:26,
2/4/2018,San Jose Sharks,3,Carolina Hurricanes,1,,11614,2:19,
2/4/2018,Ottawa Senators,1,Montreal Canadiens,4,,21302,2:29,
2/4/2018,Vegas Golden Knights,4,Washington Capitals,3,,18506,2:21,
2/5/2018,New York Rangers,1,Dallas Stars,2,,17543,2:33,
2/5/2018,Tampa Bay Lightning,2,Edmonton Oilers,6,,18347,2:27,
2/5/2018,Nashville Predators,5,New York Islanders,4,OT,10217,2:35,
2/5/2018,Anaheim Ducks,4,Toronto Maple Leafs,7,,19055,2:39,
2/6/2018,Anaheim Ducks,4,Buffalo Sabres,3,OT,16788,2:36,
2/6/2018,Philadelphia Flyers,2,Carolina Hurricanes,1,OT,11585,2:26,
2/6/2018,Washington Capitals,3,Columbus Blue Jackets,2,,16419,2:25,
2/6/2018,Calgary Flames,3,Chicago Blackhawks,2,,21480,2:43,
2/6/2018,San Jose Sharks,1,Colorado Avalanche,3,,13349,2:25,
2/6/2018,Boston Bruins,3,Detroit Red Wings,2,,19515,2:26,at Little Caesars Arena (Detroit MI)
2/6/2018,Vancouver Canucks,1,Florida Panthers,3,,10758,2:26,
2/6/2018,New Jersey Devils,3,Ottawa Senators,5,,13991,2:35,
2/6/2018,Vegas Golden Knights,4,Pittsburgh Penguins,5,,18644,2:32,
2/6/2018,Minnesota Wild,6,St. Louis Blues,2,,17821,2:36,
2/6/2018,Arizona Coyotes,3,Winnipeg Jets,4,,15321,2:30,
2/7/2018,Edmonton Oilers,2,Los Angeles Kings,5,,18230,2:31,
2/7/2018,Boston Bruins,6,New York Rangers,1,,18006,2:21,
2/7/2018,Nashville Predators,2,Toronto Maple Leafs,3,SO,18878,2:49,
2/8/2018,New York Islanders,3,Buffalo Sabres,4,,16872,2:16,
2/8/2018,Dallas Stars,4,Chicago Blackhawks,2,,21422,2:28,
2/8/2018,Arizona Coyotes,4,Minnesota Wild,3,OT,18816,2:35,
2/8/2018,Calgary Flames,3,New Jersey Devils,2,,13085,2:24,
2/8/2018,Nashville Predators,3,Ottawa Senators,4,OT,14632,2:26,
2/8/2018,Montreal Canadiens,3,Philadelphia Flyers,5,,19655,2:26,
2/8/2018,Vegas Golden Knights,5,San Jose Sharks,3,,17562,2:35,
2/8/2018,Colorado Avalanche,1,St. Louis Blues,6,,18951,2:31,
2/8/2018,Vancouver Canucks,2,Tampa Bay Lightning,5,,19092,2:25,
2/9/2018,Edmonton Oilers,2,Anaheim Ducks,3,,17174,2:26,
2/9/2018,Vancouver Canucks,1,Carolina Hurricanes,4,,13123,2:22,
2/9/2018,Pittsburgh Penguins,3,Dallas Stars,4,SO,18532,2:43,
2/9/2018,Los Angeles Kings,3,Florida Panthers,1,,14099,2:39,
2/9/2018,Detroit Red Wings,6,New York Islanders,7,OT,11847,2:42,
2/9/2018,Calgary Flames,3,New York Rangers,4,,18006,2:32,
2/9/2018,St. Louis Blues,5,Winnipeg Jets,2,,15321,2:19,
2/9/2018,Columbus Blue Jackets,2,Washington Capitals,4,,18506,2:27,
2/10/2018,Philadelphia Flyers,4,Arizona Coyotes,3,SO,13004,2:48,
2/10/2018,Buffalo Sabres,4,Boston Bruins,2,,17565,2:27,
2/10/2018,Colorado Avalanche,1,Carolina Hurricanes,3,,15589,2:21,
2/10/2018,New Jersey Devils,1,Columbus Blue Jackets,6,,18510,2:37,
2/10/2018,Chicago Blackhawks,0,Minnesota Wild,3,,19227,2:35,
2/10/2018,Nashville Predators,3,Montreal Canadiens,2,SO,21302,2:47,
2/10/2018,Edmonton Oilers,4,San Jose Sharks,6,,17562,2:21,
2/10/2018,Los Angeles Kings,3,Tampa Bay Lightning,4,,19092,2:32,
2/10/2018,Ottawa Senators,3,Toronto Maple Leafs,6,,19477,2:34,
2/11/2018,San Jose Sharks,3,Anaheim Ducks,2,SO,17435,2:47,
2/11/2018,Colorado Avalanche,5,Buffalo Sabres,4,,17646,2:27,
2/11/2018,Vancouver Canucks,6,Dallas Stars,0,,17889,2:36,
2/11/2018,Boston Bruins,5,New Jersey Devils,3,,16514,2:34,
2/11/2018,Calgary Flames,3,New York Islanders,2,,11192,2:31,
2/11/2018,Pittsburgh Penguins,4,St. Louis Blues,1,,18975,2:33,
2/11/2018,Philadelphia Flyers,4,Vegas Golden Knights,1,,18220,2:32,
2/11/2018,New York Rangers,3,Winnipeg Jets,1,,15321,2:34,
2/11/2018,Detroit Red Wings,5,Washington Capitals,4,OT,18506,2:30,
2/12/2018,Chicago Blackhawks,1,Arizona Coyotes,6,,14357,2:29,
2/12/2018,Florida Panthers,7,Edmonton Oilers,5,,18347,2:39,
2/12/2018,Tampa Bay Lightning,3,Toronto Maple Leafs,4,,19112,2:31,
2/13/2018,Calgary Flames,2,Boston Bruins,5,,17565,2:33,
2/13/2018,Tampa Bay Lightning,3,Buffalo Sabres,5,,16530,2:35,
2/13/2018,Los Angeles Kings,3,Carolina Hurricanes,7,,12805,2:24,
2/13/2018,Anaheim Ducks,1,Detroit Red Wings,2,,19515,2:25,at Little Caesars Arena (Detroit MI)
2/13/2018,New York Rangers,2,Minnesota Wild,3,,18887,2:27,
2/13/2018,St. Louis Blues,3,Nashville Predators,4,OT,17221,2:40,
2/13/2018,Columbus Blue Jackets,4,New York Islanders,1,,10232,2:29,
2/13/2018,New Jersey Devils,5,Philadelphia Flyers,4,SO,19312,2:50,
2/13/2018,Ottawa Senators,3,Pittsburgh Penguins,6,,18448,2:35,
2/13/2018,Arizona Coyotes,2,San Jose Sharks,1,,17125,2:36,
2/13/2018,Chicago Blackhawks,2,Vegas Golden Knights,5,,18085,2:30,
2/13/2018,Washington Capitals,3,Winnipeg Jets,4,OT,15321,2:35,
2/14/2018,Montreal Canadiens,0,Colorado Avalanche,2,,14928,2:23,
2/14/2018,Columbus Blue Jackets,3,Toronto Maple Leafs,6,,18890,2:36,
2/14/2018,Florida Panthers,4,Vancouver Canucks,3,,17412,2:31,
2/15/2018,Montreal Canadiens,2,Arizona Coyotes,5,,11489,2:24,
2/15/2018,Anaheim Ducks,3,Chicago Blackhawks,2,,21415,2:33,
2/15/2018,Washington Capitals,5,Minnesota Wild,2,,19027,2:37,
2/15/2018,Carolina Hurricanes,2,New Jersey Devils,5,,14079,2:21,
2/15/2018,Calgary Flames,4,Nashville Predators,3,,17326,2:45,
2/15/2018,New York Rangers,0,New York Islanders,3,,15795,2:27,
2/15/2018,Buffalo Sabres,2,Ottawa Senators,3,OT,13371,2:29,
2/15/2018,Los Angeles Kings,1,Pittsburgh Penguins,3,,18604,2:25,
2/15/2018,Vancouver Canucks,1,San Jose Sharks,4,,17274,2:22,
2/15/2018,Detroit Red Wings,1,Tampa Bay Lightning,4,,19092,2:31,
2/15/2018,Edmonton Oilers,1,Vegas Golden Knights,4,,18030,2:29,
2/16/2018,New York Islanders,3,Carolina Hurricanes,0,,15448,2:24,
2/16/2018,Philadelphia Flyers,2,Columbus Blue Jackets,1,OT,17364,2:25,
2/16/2018,St. Louis Blues,1,Dallas Stars,2,,18532,2:30,
2/16/2018,Colorado Avalanche,1,Winnipeg Jets,6,,15321,2:31,
2/17/2018,Edmonton Oilers,0,Arizona Coyotes,1,,16304,2:27,
2/17/2018,Los Angeles Kings,4,Buffalo Sabres,2,,18632,2:22,
2/17/2018,Florida Panthers,6,Calgary Flames,3,,19289,2:42,
2/17/2018,Washington Capitals,1,Chicago Blackhawks,7,,22066,2:26,
2/17/2018,Anaheim Ducks,3,Minnesota Wild,2,SO,19192,2:50,
2/17/2018,Detroit Red Wings,3,Nashville Predators,1,,17561,2:34,
2/17/2018,New York Rangers,3,Ottawa Senators,6,,17259,2:30,
2/17/2018,Toronto Maple Leafs,3,Pittsburgh Penguins,5,,18647,2:37,
2/17/2018,New Jersey Devils,4,Tampa Bay Lightning,3,,19092,2:33,
2/17/2018,Boston Bruins,1,Vancouver Canucks,6,,18865,2:28,
2/17/2018,Montreal Canadiens,3,Vegas Golden Knights,6,,18122,2:26,
2/18/2018,New Jersey Devils,3,Carolina Hurricanes,2,OT,18680,2:30,
2/18/2018,Pittsburgh Penguins,5,Columbus Blue Jackets,2,,19100,2:22,
2/18/2018,Edmonton Oilers,4,Colorado Avalanche,2,,18076,2:25,
2/18/2018,Toronto Maple Leafs,3,Detroit Red Wings,2,,19515,2:33,at Little Caesars Arena (Detroit MI)
2/18/2018,Philadelphia Flyers,7,New York Rangers,4,,18006,2:33,
2/18/2018,Dallas Stars,2,San Jose Sharks,5,,17562,2:20,
2/18/2018,Florida Panthers,2,Winnipeg Jets,7,,15321,2:40,
2/19/2018,Washington Capitals,3,Buffalo Sabres,2,,18228,2:37,
2/19/2018,Boston Bruins,2,Calgary Flames,1,OT,19289,2:35,
2/19/2018,Los Angeles Kings,3,Chicago Blackhawks,1,,21339,2:30,
2/19/2018,Ottawa Senators,2,Nashville Predators,5,,17177,2:35,
2/19/2018,Minnesota Wild,5,New York Islanders,3,,15342,2:33,
2/19/2018,Anaheim Ducks,2,Vegas Golden Knights,0,,18267,2:35,
2/20/2018,Nashville Predators,3,Detroit Red Wings,2,,19515,2:32,at Little Caesars Arena (Detroit MI)
2/20/2018,Boston Bruins,3,Edmonton Oilers,2,,18347,2:29,
2/20/2018,Columbus Blue Jackets,2,New Jersey Devils,1,,14024,2:17,
2/20/2018,Montreal Canadiens,2,Philadelphia Flyers,3,OT,19336,2:26,
2/20/2018,San Jose Sharks,3,St. Louis Blues,2,,17297,2:26,
2/20/2018,Florida Panthers,0,Toronto Maple Leafs,1,,18961,2:32,
2/20/2018,Colorado Avalanche,5,Vancouver Canucks,4,OT,18107,2:34,
2/20/2018,Los Angeles Kings,4,Winnipeg Jets,3,,15321,2:32,
2/20/2018,Tampa Bay Lightning,4,Washington Capitals,2,,18506,2:23,
2/21/2018,Dallas Stars,0,Anaheim Ducks,2,,16609,2:30,
2/21/2018,Ottawa Senators,2,Chicago Blackhawks,3,SO,21532,3:11,
2/21/2018,Calgary Flames,3,Vegas Golden Knights,7,,18014,2:44,
2/22/2018,Calgary Flames,5,Arizona Coyotes,2,,11904,2:30,
2/22/2018,Buffalo Sabres,3,Detroit Red Wings,2,OT,19515,2:41,at Little Caesars Arena (Detroit MI)
2/22/2018,Colorado Avalanche,2,Edmonton Oilers,3,OT,18347,2:23,
2/22/2018,Washington Capitals,2,Florida Panthers,3,,15312,2:32,
2/22/2018,Dallas Stars,2,Los Angeles Kings,0,,18230,2:32,
2/22/2018,New York Rangers,1,Montreal Canadiens,3,,21302,2:26,
2/22/2018,Minnesota Wild,4,New Jersey Devils,2,,13316,2:27,
2/22/2018,San Jose Sharks,1,Nashville Predators,7,,17354,2:35,
2/22/2018,Tampa Bay Lightning,4,Ottawa Senators,3,,16204,2:34,
2/22/2018,Columbus Blue Jackets,1,Philadelphia Flyers,2,,19727,2:24,
2/22/2018,New York Islanders,3,Toronto Maple Leafs,4,SO,18856,2:40,
2/23/2018,Pittsburgh Penguins,6,Carolina Hurricanes,1,,18180,2:27,
2/23/2018,San Jose Sharks,1,Chicago Blackhawks,3,,21906,2:36,
2/23/2018,Minnesota Wild,4,New York Rangers,1,,18006,2:20,
2/23/2018,Winnipeg Jets,4,St. Louis Blues,0,,18912,2:28,
2/23/2018,Vancouver Canucks,3,Vegas Golden Knights,6,,18207,2:24,
2/24/2018,Anaheim Ducks,0,Arizona Coyotes,2,,11959,2:21,
2/24/2018,Chicago Blackhawks,2,Columbus Blue Jackets,3,,18792,2:24,
2/24/2018,Colorado Avalanche,1,Calgary Flames,5,,19201,2:27,
2/24/2018,Winnipeg Jets,5,Dallas Stars,3,,18532,2:42,
2/24/2018,Carolina Hurricanes,1,Detroit Red Wings,3,,19515,2:34,at Little Caesars Arena (Detroit MI)
2/24/2018,Pittsburgh Penguins,5,Florida Panthers,6,,17581,2:34,
2/24/2018,Edmonton Oilers,4,Los Angeles Kings,3,,18230,2:35,
2/24/2018,Tampa Bay Lightning,4,Montreal Canadiens,3,SO,21302,2:46,
2/24/2018,New York Islanders,1,New Jersey Devils,2,,16514,2:27,
2/24/2018,Philadelphia Flyers,5,Ottawa Senators,3,,16128,2:24,
2/24/2018,Boston Bruins,3,Toronto Maple Leafs,4,,19370,2:35,
2/24/2018,Buffalo Sabres,1,Washington Capitals,5,,18506,2:25,
2/25/2018,Edmonton Oilers,6,Anaheim Ducks,5,SO,17174,2:44,
2/25/2018,Vancouver Canucks,3,Arizona Coyotes,1,,10935,2:24,
2/25/2018,Boston Bruins,1,Buffalo Sabres,4,,18522,2:28,
2/25/2018,San Jose Sharks,2,Minnesota Wild,3,OT,19105,2:35,
2/25/2018,St. Louis Blues,0,Nashville Predators,4,,17523,2:20,
2/25/2018,Detroit Red Wings,3,New York Rangers,2,OT,18006,2:48,
2/26/2018,Washington Capitals,1,Columbus Blue Jackets,5,,17386,2:28,
2/26/2018,Vancouver Canucks,1,Colorado Avalanche,3,,12654,2:28,
2/26/2018,Vegas Golden Knights,2,Los Angeles Kings,3,OT,18230,2:37,
2/26/2018,Philadelphia Flyers,1,Montreal Canadiens,0,SO,21302,2:52,
2/26/2018,Toronto Maple Leafs,3,Tampa Bay Lightning,4,SO,19092,2:50,
2/27/2018,Carolina Hurricanes,3,Boston Bruins,4,OT,17565,2:31,
2/27/2018,Calgary Flames,0,Dallas Stars,2,,17124,2:32,
2/27/2018,Toronto Maple Leafs,2,Florida Panthers,3,OT,14265,2:37,
2/27/2018,St. Louis Blues,3,Minnesota Wild,8,,19261,2:29,
2/27/2018,New Jersey Devils,3,Pittsburgh Penguins,2,,18581,2:35,
2/27/2018,Edmonton Oilers,2,San Jose Sharks,5,,17327,2:26,
2/27/2018,Los Angeles Kings,4,Vegas Golden Knights,1,,18328,2:44,
2/27/2018,Nashville Predators,6,Winnipeg Jets,5,,15321,2:34,
2/27/2018,Ottawa Senators,2,Washington Capitals,3,,18506,2:31,
2/28/2018,Calgary Flames,2,Colorado Avalanche,5,,12107,2:31,
2/28/2018,New York Islanders,1,Montreal Canadiens,3,,21302,2:13,
2/28/2018,Detroit Red Wings,1,St. Louis Blues,2,,18813,2:30,
2/28/2018,Buffalo Sabres,2,Tampa Bay Lightning,1,OT,19092,2:26,
2/28/2018,New York Rangers,6,Vancouver Canucks,5,OT,18044,2:31,
3/1/2018,Minnesota Wild,3,Arizona Coyotes,5,,10904,2:28,
3/1/2018,Pittsburgh Penguins,4,Boston Bruins,8,,17565,2:49,
3/1/2018,Tampa Bay Lightning,5,Dallas Stars,4,OT,17337,2:44,
3/1/2018,Nashville Predators,4,Edmonton Oilers,2,,18347,2:25,
3/1/2018,New Jersey Devils,2,Florida Panthers,3,,10846,2:31,
3/1/2018,Columbus Blue Jackets,2,Los Angeles Kings,5,,18230,2:25,
3/1/2018,Carolina Hurricanes,4,Philadelphia Flyers,1,,19245,2:21,
3/1/2018,Chicago Blackhawks,2,San Jose Sharks,7,,17086,2:26,
3/2/2018,Columbus Blue Jackets,2,Anaheim Ducks,4,,16447,2:37,
3/2/2018,New Jersey Devils,1,Carolina Hurricanes,3,,14337,2:26,
3/2/2018,New York Rangers,3,Calgary Flames,1,,19143,2:36,
3/2/2018,Minnesota Wild,1,Colorado Avalanche,7,,17325,2:31,
3/2/2018,Buffalo Sabres,1,Florida Panthers,4,,12759,2:31,
3/2/2018,Montreal Canadiens,6,New York Islanders,3,,10685,2:27,
3/2/2018,Nashville Predators,4,Vancouver Canucks,3,OT,18470,2:36,
3/2/2018,Ottawa Senators,5,Vegas Golden Knights,4,,18269,2:30,
3/2/2018,Detroit Red Wings,3,Winnipeg Jets,4,,15321,2:33,
3/3/2018,Ottawa Senators,1,Arizona Coyotes,2,,10955,2:23,
3/3/2018,Montreal Canadiens,1,Boston Bruins,2,OT,17565,2:41,
3/3/2018,St. Louis Blues,2,Dallas Stars,3,OT,18321,2:48,
3/3/2018,New York Rangers,3,Edmonton Oilers,2,,18347,2:29,
3/3/2018,Chicago Blackhawks,5,Los Angeles Kings,3,,18230,2:31,
3/3/2018,New York Islanders,2,Pittsburgh Penguins,3,OT,18661,2:31,
3/3/2018,Philadelphia Flyers,6,Tampa Bay Lightning,7,SO,19092,2:49,
3/3/2018,Toronto Maple Leafs,2,Washington Capitals,5,,29516,2:47,NHL Stadium Series
3/4/2018,Chicago Blackhawks,3,Anaheim Ducks,6,,16989,2:24,
3/4/2018,Winnipeg Jets,3,Carolina Hurricanes,2,,11407,2:12,
3/4/2018,Nashville Predators,4,Colorado Avalanche,3,OT,17618,2:33,
3/4/2018,Philadelphia Flyers,1,Florida Panthers,4,,14428,2:27,
3/4/2018,Detroit Red Wings,1,Minnesota Wild,4,,19037,2:26,
3/4/2018,Vegas Golden Knights,3,New Jersey Devils,2,,16514,2:31,
3/4/2018,Columbus Blue Jackets,4,San Jose Sharks,2,,17211,2:25,
3/5/2018,Toronto Maple Leafs,3,Buffalo Sabres,5,,18705,2:34,
3/5/2018,Ottawa Senators,3,Dallas Stars,2,OT,17110,2:38,
3/5/2018,Arizona Coyotes,3,Edmonton Oilers,4,OT,18347,2:29,
3/5/2018,Calgary Flames,3,Pittsburgh Penguins,4,OT,18630,2:35,
3/5/2018,New York Islanders,3,Vancouver Canucks,4,OT,17307,2:30,
3/6/2018,Washington Capitals,0,Anaheim Ducks,4,,15910,2:27,
3/6/2018,Detroit Red Wings,5,Boston Bruins,6,OT,17565,2:43,
3/6/2018,Vegas Golden Knights,1,Columbus Blue Jackets,4,,17402,2:35,
3/6/2018,Colorado Avalanche,1,Chicago Blackhawks,2,OT,21508,2:25,
3/6/2018,Carolina Hurricanes,2,Minnesota Wild,6,,19017,2:29,
3/6/2018,Montreal Canadiens,4,New Jersey Devils,6,,14586,2:36,
3/6/2018,Dallas Stars,0,Nashville Predators,2,,17342,2:35,
3/6/2018,Winnipeg Jets,3,New York Rangers,0,,18006,2:26,
3/6/2018,Florida Panthers,4,Tampa Bay Lightning,5,OT,19092,2:39,
3/7/2018,Calgary Flames,5,Buffalo Sabres,1,,17773,2:20,
3/7/2018,Pittsburgh Penguins,5,Philadelphia Flyers,2,,19624,2:28,
3/7/2018,Arizona Coyotes,2,Vancouver Canucks,1,,17742,2:19,
3/8/2018,Philadelphia Flyers,2,Boston Bruins,3,,17565,2:33,
3/8/2018,Colorado Avalanche,4,Columbus Blue Jackets,5,OT,15236,2:29,
3/8/2018,Carolina Hurricanes,3,Chicago Blackhawks,2,,21681,2:21,
3/8/2018,Vegas Golden Knights,4,Detroit Red Wings,0,,19515,2:19,at Little Caesars Arena (Detroit MI)
3/8/2018,New York Islanders,1,Edmonton Oilers,2,SO,18347,2:42,
3/8/2018,Montreal Canadiens,0,Florida Panthers,5,,14901,2:43,
3/8/2018,Washington Capitals,1,Los Angeles Kings,3,,18230,2:29,
3/8/2018,Winnipeg Jets,3,New Jersey Devils,2,,14023,2:33,
3/8/2018,Anaheim Ducks,2,Nashville Predators,4,,17475,2:25,
3/8/2018,Buffalo Sabres,4,Ottawa Senators,3,SO,13377,2:38,
3/8/2018,St. Louis Blues,0,San Jose Sharks,2,,17400,2:20,
3/8/2018,New York Rangers,3,Tampa Bay Lightning,5,,19092,2:36,
3/9/2018,Detroit Red Wings,2,Columbus Blue Jackets,3,,17284,2:23,
3/9/2018,Anaheim Ducks,1,Dallas Stars,2,,18532,2:29,
3/9/2018,Calgary Flames,2,Ottawa Senators,1,,14498,2:29,
3/9/2018,Minnesota Wild,5,Vancouver Canucks,2,,17918,2:28,
3/10/2018,Chicago Blackhawks,4,Boston Bruins,7,,17565,2:33,
3/10/2018,Vegas Golden Knights,2,Buffalo Sabres,1,SO,19070,2:41,
3/10/2018,Arizona Coyotes,2,Colorado Avalanche,5,,17127,2:37,
3/10/2018,Minnesota Wild,1,Edmonton Oilers,4,,18347,2:22,
3/10/2018,New York Rangers,3,Florida Panthers,4,SO,16712,2:44,
3/10/2018,St. Louis Blues,7,Los Angeles Kings,2,,18230,2:34,
3/10/2018,New Jersey Devils,3,Nashville Predators,2,SO,17545,2:51,
3/10/2018,Winnipeg Jets,1,Philadelphia Flyers,2,,19929,2:23,
3/10/2018,Washington Capitals,2,San Jose Sharks,0,,17562,2:17,
3/10/2018,Montreal Canadiens,2,Tampa Bay Lightning,3,SO,19092,2:46,
3/10/2018,Pittsburgh Penguins,2,Toronto Maple Leafs,5,,19504,2:41,
3/11/2018,Vancouver Canucks,0,Arizona Coyotes,1,,11697,2:22,
3/11/2018,New York Islanders,5,Calgary Flames,2,,19108,2:37,
3/11/2018,Boston Bruins,1,Chicago Blackhawks,3,,21819,2:27,
